name,latitude,longitude,feature_class,feature_code,type,scale
Tier Stream,-41.85,172.7,H,STM,stream,3
Tiel Creek,-44.25,169.2,H,STM,stream,3
Tidal Creek,-41.38333,172.08333000000002,H,STM,stream,3
Mount Tiber,-44.48333,168.48333,T,MT,mountain,5
Tiakitahuna,-40.4,175.5,P,PPL,populated place,4
Ti Tree Point,-40.43699,176.40541000000002,P,PPL,populated place,4
Thurso Stream,-42.35,172.55,H,STM,stream,3
Thurso River,-44.55,167.81667,H,STM,stream,3
The Thumbs,-43.59152,170.72723,T,PK,peak,5
Thumb Point,-36.73333,175.16666999999998,T,PT,point,4
The Throne,-41.66667,173.7,T,MT,mountain,5
Three Tree Spur,-44.66667,169.45,T,SPUR,,
Three Sisters,-46.53333,168.25,T,HLL,hill,5
Three o'Clock Creek,-45.71667,170.33333000000002,H,STM,stream,3
Three Mile Lagoon,-43.25,170.11667,H,LGN,,
Three Mile Creek,-42.7,172.18333,H,STM,stream,3
Three Mile Creek,-42.63333,171.25,H,STM,stream,3
Three Mile Creek,-41.56667,172.56667,H,STM,stream,3
Three Mile Creek,-41.48333,171.96667,H,STM,stream,3
The Three Kings,-40.81667,175.43333,T,PK,peak,5
Manawat?whi / Three Kings Islands,-34.16667,172.08333000000002,T,ISLS,islands,3
Three Kings,-36.9,174.76667,T,HLL,hill,5
Three Gables,-35.6,174.55,T,CAPE,cape,5
Thorpe,-41.28333,172.86667,P,PPL,populated place,4
Thornton,-37.91667,176.86667,P,PPL,populated place,4
Mount Thorndike,-43.15,170.96667,T,MT,mountain,5
Thornbury,-46.28333,168.1,P,PPL,populated place,4
Thomsons Saddle,-44.95,169.48333,T,PASS,pass,4
Thomsons Creek,-45.1,169.6,H,STM,stream,3
Thomsons,-46.18333,168.36667,S,RSTN,railroad station,5
Thomson Ridge,-46.85,167.93333,T,RDGE,ridge(s),4
Thomson Mountains,-45.13333,168.25,T,MTS,mountains,2
Mount Thomson,-43.7,170.0,T,MT,mountain,5
Lake Thomson,-45.05,167.56667,H,LK,lake,4
Thomson Hill,-41.35,172.71667,T,MT,mountain,5
Thomson Creek,-44.2,168.68333,H,STM,stream,3
Cape Thomson,-50.91667,166.16666999999998,T,CAPE,cape,5
Thomson,-43.88333,169.88333,H,STM,stream,3
Thomson,-41.93333,172.48333,T,MT,mountain,5
Thoms Rock,-41.36667,174.68333,T,RK,rock,5
Thompson Stream,-42.85,171.83333000000002,H,STM,stream,3
Thompsons Stream,-45.76667,169.15,H,STM,stream,3
Neck Cove,-45.188159999999996,166.97603,H,COVE,cove(s),4
Mount Thompson,-45.65,167.06667,T,MT,mountain,5
Thompson Creek,-40.68333,172.48333,H,STM,stream,3
Lake Thompson,-44.8,167.96667,H,LK,lake,4
Thompson,-40.76667,175.25,T,MT,mountain,5
Thomas River,-43.93333,169.15,H,STM,stream,3
Thomas River,-43.21667,171.75,H,STM,stream,3
Thomas Range,-43.88333,169.3,T,MTS,mountains,2
Mount Thomas,-43.16667,172.35,T,MT,mountain,5
Mount Thomas,-41.23333,172.85,T,MT,mountain,5
Lake Thomas,-45.98333,166.46667,H,LK,lake,4
Lake Thomas,-45.46667,167.95,H,LK,lake,4
Thomas Creek,-41.45,172.65,H,STM,stream,3
Thomas Burn,-45.53333,167.93333,H,STM,stream,3
Thistle Creek,-42.1,172.3,H,STM,stream,3
Thistle Brook,-41.8,173.78333,H,STM,stream,3
Thirsty Creek,-42.63333,171.53333,H,STM,stream,3
Third Waterfall Creek,-43.66667,170.63333,H,STM,stream,3
Third Mate,-44.31667,168.68333,H,STM,stream,3
Third Cove,-45.53333,166.9,H,COVE,cove(s),4
Therma Glacier,-44.35,168.73333,H,GLCR,glacier(s),4
The Warren,-43.33333,172.21667,S,FRM,farm,4
The Terraces,-38.7,176.1,S,RSRT,,
The Reefs,-45.63333,170.25,P,PPL,populated place,4
The Plains,-45.56667,167.86667,S,FRM,farm,4
The Noises,-36.69318,174.97019,T,RKS,rocks,4
The Key,-45.55,167.9,P,PPL,populated place,4
The Grange,-45.36667,170.61667,S,FRM,farm,4
Thames Point,-36.86667,175.15,T,PT,point,4
Thames North,-37.11667,175.56667,S,RSTN,railroad station,5
Firth of Thames,-37.0,175.41666999999998,H,BAY,bay,3
Thames-Coromandel District,-37.0,175.66666999999998,A,ADM2,,
Thames,-37.13333,175.55,A,ADMD,administrative division,3
Tewatapoki Creek,-44.83333,170.61667,H,STM,stream,3
Teviot River,-45.53333,169.31667,H,STM,stream,3
Mount Teviot,-45.6,169.53333,T,MT,mountain,5
Teviot,-45.61667,169.35,S,FRM,farm,4
Terror Reef,-52.55,169.15,H,RF,reef(s),4
Terror Peaks,-44.68333,167.8,T,PKS,peaks,5
Terror Cove,-50.55,166.21667,H,COVE,cove(s),4
Terrible Knob,-42.71667,172.08333000000002,T,MT,mountain,5
Mount Terres,-44.46667,167.88333,T,MT,mountain,5
Terrace Peak,-44.35,169.31667,T,PK,peak,5
Terrace Homestead,-43.55,171.9,S,FRM,farm,4
Terrace Creek,-46.13333,168.28333,H,STM,stream,3
Terrace Burn,-44.43333,169.33333000000002,H,STM,stream,3
Teritua,-38.06667,177.88333,T,MT,mountain,5
Cape Terawhiti,-41.28333,174.61667,T,CAPE,cape,5
Mount Terako,-42.45,173.15,T,MT,mountain,5
Terako,-42.48333,173.18333,S,FRM,farm,4
Te Wiriki Valley,-41.8,172.51667,T,VAL,valley,4
Te Wiriki Stream,-41.8,172.5,H,STM,stream,3
Te Whetu,-38.16667,175.95,P,PPL,populated place,4
Te Whau,-35.15,173.88333,T,HLL,hill,5
Te Whatu,-34.91667,173.55,T,PT,point,4
Te Whangai Stream,-40.21667,176.35,H,STM,stream,3
Te Whanga,-36.6,174.83333000000002,P,PPL,populated place,4
Te Whanga,-41.03333,175.73333,T,MT,mountain,5
Te Whaki,-39.63333,175.21667,H,STM,stream,3
Te Whakatiri Point,-37.53333,178.18333,T,PT,point,4
Te Whaiti,-38.58333,176.78333,P,PPL,populated place,4
Te Weraiti,-37.83333,175.9,T,MT,mountain,5
Te Werahi Stream,-34.46413,172.67072,H,STM,stream,3
Te Weraakauanga,-38.08333,177.48333,T,MT,mountain,5
Te Wera,-39.239000000000004,174.58404,P,PPL,populated place,4
Te Wera,-39.23333,174.55,T,MT,mountain,5
Te Weka Bay,-41.25,174.2,H,BAY,bay,3
Te Weka,-41.25,174.2,P,PPL,populated place,4
Te Waro,-39.2,175.33333000000002,T,MT,mountain,5
Te Waotu,-38.15,175.7,P,PPL,populated place,4
Te Wana,-38.5,177.26667,T,MT,mountain,5
Te Waka Range,-39.25,176.61667,T,MTS,mountains,2
Te Waka,-39.23333,176.66666999999998,T,MT,mountain,5
Te Waka,-39.26667,176.63333,S,FRM,farm,4
Te Waiti Stream,-38.1,177.38333,H,STM,stream,3
Te Waitere,-38.13776,174.82205,P,PPL,populated place,4
Te Wairahi Stream,-35.5,174.43333,H,STM,stream,3
Te Waipoka Stream,-35.35,173.43333,H,STM,stream,3
Te Waipapa,-43.61667,172.73333,H,BAY,bay,3
Te Waiotukapiti River,-38.81667,176.85,H,STM,stream,3
Te Wai o Tupuritia,-39.13333,176.15,H,STM,stream,3
Te Wai o Paohu,-37.86667,177.6,H,STM,stream,3
Te Waewae Bay,-46.25,167.5,H,BAY,bay,3
Te Waewae,-46.2,167.66666999999998,P,PPL,populated place,4
Te Urunga,-40.4,176.51667,T,HLL,hill,5
Te Uru,-38.35,176.78333,T,MT,mountain,5
Te Uri Stream,-40.3,176.53333,H,STM,stream,3
Te Ureure,-38.41667,175.0,T,MT,mountain,5
Te Ura,-35.96667,174.05,T,HLL,hill,5
Te Uku,-37.83333,174.96667,P,PPL,populated place,4
Te Tutu,-36.73333,175.7,T,HLL,hill,5
Te Tumutu,-46.25401,167.71638000000002,R,RD,road,3
Te Tua,-46.16667,167.68333,P,PPL,populated place,4
Te Toki,-40.91667,175.6,T,HLL,hill,5
Te Tohe Stream,-40.31667,176.51667,H,STM,stream,3
Te Teko,-38.21667,175.81667,T,MT,mountain,5
Te Teko,-38.16667,177.13333,T,HLL,hill,5
Te Tehi Stream,-38.73,176.666,H,STM,stream,3
Te Tawa,-39.18333,174.21667,P,PPL,populated place,4
Te Tawa,-38.16667,176.95,T,MT,mountain,5
Te Tawa,-38.81667,175.11667,T,MT,mountain,5
Te Tawa,-37.43333,175.36667,T,MT,mountain,5
Te Tawa,-38.11667,177.06667,T,HLL,hill,5
Te Tawhiti,-36.18333,174.35,T,HLL,hill,5
Te Taumutu,-38.81667,176.7,T,MT,mountain,5
Te Taro,-35.21667,174.03333,T,HLL,hill,5
Te Tarahioorahiri,-35.66667,173.93333,T,MT,mountain,5
Te Tahua,-38.5,175.28333,T,MT,mountain,5
Te Taho,-43.21667,170.43333,P,PPL,populated place,4
Te Ruaupi,-38.06667,177.11667,T,HLL,hill,5
Te Ruatakaikare,-39.21667,176.21667,T,MT,mountain,5
Te Ruakaka,-39.41667,175.1,T,MT,mountain,5
Te Ruahine,-39.03333,175.18333,T,MT,mountain,5
Te Rou,-41.56667,173.46667,P,PPL,populated place,4
Te Rotoroniu,-38.15,176.46667,H,LK,lake,4
Te Rotomanao,-35.18333,173.66666999999998,T,MT,mountain,5
Te Roto o Kiwa,-39.81667,176.66666999999998,H,LK,lake,4
Te Roti,-39.48333,174.26667,P,PPL,populated place,4
Te Rotete,-39.4,175.8,T,MT,mountain,5
Te Rewarewa Point,-41.06667,174.83333000000002,T,PT,point,4
Te Rewarewa,-36.28333,174.15,T,PT,point,4
Te Rewa Stream,-35.45,174.43333,H,STM,stream,3
Te Rewa,-39.7,174.98333,T,MT,mountain,5
Te Rerepahake Stream,-35.25,173.25,H,STM,stream,3
Te Rerenga,-36.75,175.6,P,PPL,populated place,4
Te Rere Creek,-46.65,169.21667,H,STM,stream,3
Te Reinga Point,-38.48333,174.63333,T,PT,point,4
Te Reinga Falls,-38.83333,177.51667,H,FLLS,waterfall(s),5
Te Rei,-39.5,175.86667,T,MT,mountain,5
Te Rehunga,-40.22011,176.01293,P,PPL,populated place,4
Te Rawa,-41.06667,173.9,P,PPL,populated place,4
Te Rauamoa,-38.08333,175.05,P,PPL,populated place,4
Te Rata,-39.1,175.13333,T,MT,mountain,5
Te Rapa,-37.75,175.21667,P,PPL,populated place,4
Te Rango Stream,-39.0,175.86667,H,STM,stream,3
Te Ranga a Ruanuku,-38.46667,177.0,T,MT,mountain,5
Te Ranga,-39.3,175.2,P,PPL,populated place,4
Te Ranga,-39.25,175.16666999999998,T,MT,mountain,5
Te Ranga,-38.3,175.55,T,MT,mountain,5
Te Ranga,-35.33333,174.26667,T,MT,mountain,5
Te Ranga,-35.15,173.65,T,MT,mountain,5
Te Ranga,-38.38333,174.65,T,HLL,hill,5
Te Ramarama River,-37.28333,175.9,H,STM,stream,3
Te Ramanuka,-34.73333,173.01667,T,HLL,hill,5
Te Rama,-39.76667,174.86667,T,MT,mountain,5
Te Raki,-43.81667,176.86667,H,BAY,bay,3
Te Raite,-34.78333,173.06667,T,HLL,hill,5
Te Rahui,-35.15,173.68333,T,HLL,hill,5
Te Rahu,-38.8,177.1,T,MT,mountain,5
Te Raho Taiepa Stream,-43.0,170.58333000000002,H,STM,stream,3
Te Raho,-38.6,174.88333,T,HLL,hill,5
Te Putu,-38.8,175.68333,T,MT,mountain,5
Te Puru Stream,-37.05,175.51667,H,STM,stream,3
Te Puru,-35.25,173.75,T,HLL,hill,5
Te Puru,-41.0,174.06667,H,COVE,cove(s),4
Te Puroa,-37.7,175.1,T,HLL,hill,5
Te Puninga,-37.58333,175.56667,P,PPL,populated place,4
Te Puna Stream,-37.68333,176.03333,H,STM,stream,3
Te Puna,-37.69543,176.07213000000002,P,PPL,populated place,4
Te Puke,-37.7794,176.32918999999998,A,ADM1H,historical first-order administrative division,3
Te Puka,-38.96667,175.36667,T,MT,mountain,5
Te Puiaka,-41.06667,174.0,T,PT,point,4
Te Puia,-38.06667,178.3,P,PPL,populated place,4
Te Puhikoko,-38.01667,177.01667,T,MT,mountain,5
Te Puhi,-38.18333,175.15,T,HLL,hill,5
Te Pueto Stream,-38.61667,176.25,H,STM,stream,3
Te Pu,-37.98688,176.18957,P,PPL,populated place,4
Te Popo Stream,-39.28333,174.26667,H,STM,stream,3
Te Popo,-39.26667,174.36667,P,PPL,populated place,4
Te Poi,-37.88333,175.83333000000002,P,PPL,populated place,4
Te Pohui,-37.83333,178.41666999999998,T,MT,mountain,5
Te Pohue,-39.25,176.68333,P,PPL,populated place,4
Te Pirita,-43.66667,171.95,P,PPL,populated place,4
Tepene,-35.06667,173.91666999999998,P,PPL,populated place,4
Te Peke o te Rangi Hekeiho,-37.58333,178.1,T,MT,mountain,5
Te Peita Valley,-41.78333,172.51667,T,VAL,valley,4
Te Peita Stream,-41.76667,172.5,H,STM,stream,3
Te Patiti Valley,-41.78333,172.5,T,VAL,valley,4
Te Patiti Stream,-41.78333,172.5,H,STM,stream,3
Te Pari,-38.66667,174.83333000000002,T,MT,mountain,5
Te Papatapu,-37.95,174.88333,P,PPL,populated place,4
Te Pangu Bay,-41.25,174.23333,H,BAY,bay,3
Te Pangu,-41.25,174.23333,P,PPL,populated place,4
Te Paki,-34.50435,172.79908,P,PPL,populated place,4
Te Painga,-35.13333,173.78333,T,HLL,hill,5
Te Pahi,-38.06667,174.8,T,HLL,hill,5
Te Ororoa,-36.93333,175.86667,T,PT,point,4
Te Opou Stream,-35.48333,173.81667,H,STM,stream,3
Te Onepoto,-43.58272,172.77988,H,COVE,cove(s),4
Te Onepoto,-39.88333,176.96667,H,COVE,cove(s),4
Te Oka Bay,-43.86667,172.76667,H,BAY,bay,3
Te Oka,-43.81667,172.78333,T,MT,mountain,5
Te Ohu,-40.1,176.16666999999998,S,FRM,farm,4
Tent Peak,-44.18333,169.46667,T,PK,peak,5
Tent Peak,-43.35,171.05,T,PK,peak,5
Tent Island,-43.81667,172.13333,T,ISL,island,4
Tent Brook,-44.15,171.56667,H,STM,stream,3
Tent,-40.86667,175.18333,T,MT,mountain,5
Tennyson Inlet,-41.08333,173.8,H,BAY,bay,3
Mount Tennyson,-42.45,168.83333000000002,T,MT,mountain,5
Lake Tennyson,-42.2,172.73333,H,LK,lake,4
Ten Mile Creek,-42.33333,171.26667,H,STM,stream,3
Tengawai River,-44.25,171.13333,H,STM,stream,3
Tengawai,-44.2,170.86667,S,RSTN,railroad station,5
Te Ngaru Stream,-39.33583,176.93056,H,STM,stream,3
Ten Chain Creek,-44.83333,169.91666999999998,H,STM,stream,3
Te Namu,-39.8,175.58333000000002,T,MT,mountain,5
Te Namu,-41.38333,172.08333000000002,P,PPL,populated place,4
Te Naihi River,-44.11667,168.81667,H,STM,stream,3
Te Naihi Pass,-44.2,168.93333,T,PASS,pass,4
Temuka,-44.25,171.28333,A,ADMD,administrative division,3
Temuka,-44.25,171.26667,A,ADM1H,historical first-order administrative division,3
Templeton,-43.55,172.46667,P,PPL,populated place,4
Temple Peak,-44.8,168.48333,T,PK,peak,5
Temple Creek,-44.8,168.38333,H,STM,stream,3
Temple Creek,-44.36667,170.03333,H,STM,stream,3
Temple Creek,-44.13333,169.85,H,STM,stream,3
Mount Temple,-42.9,171.58333000000002,T,MT,mountain,5
Templars Island,-43.45,172.53333,T,ISL,island,4
Te Motu Island,-38.1,174.8,T,ISL,island,4
Te Moto Moto,-42.51667,173.48333,H,STM,stream,3
Te Moho,-35.56667,173.48333,T,HLL,hill,5
Te Moana,-44.06667,171.13333,P,PPL,populated place,4
Te Miro,-37.81667,175.55,P,PPL,populated place,4
Te Mihi,-39.73333,175.11667,T,MT,mountain,5
Te Mihi,-38.63333,176.05,T,MT,mountain,5
Te Mawhai,-38.05,175.3,P,PPL,populated place,4
Te Maunga Station,-37.7,176.23333,S,RSTN,railroad station,5
Te Maunga,-41.4,175.33333000000002,T,MT,mountain,5
Te Matia,-39.16667,176.18333,H,STM,stream,3
Te Matau Stream,-40.03333,176.35,H,STM,stream,3
Te Matau a Maui Bay,-41.18333,173.96667,H,BAY,bay,3
Te Mata River,-36.96667,175.5,H,STM,stream,3
Te Matai,-39.11667,176.41666999999998,T,MT,mountain,5
Te Mata,-40.445,175.604,T,MT,mountain,5
Te Mata,-39.7,176.91666999999998,T,MT,mountain,5
Te Mata,-39.18333,175.03333,T,MT,mountain,5
Te Mata,-37.88333,174.88333,T,HLL,hill,5
Te Mata,-35.53333,174.18333,T,HLL,hill,5
Te Mata,-37.88333,174.86667,P,PPL,populated place,4
Te Maru,-39.73333,175.06667,T,MT,mountain,5
Te Maro,-35.96667,173.83333000000002,T,HLL,hill,5
Te Marihi,-35.55,173.7,T,MT,mountain,5
Te Mari,-39.11667,175.66666999999998,T,MT,mountain,5
Te Mare Stream,-37.96667,174.9,H,STM,stream,3
Te Mara Stream,-40.81667,175.61667,H,STM,stream,3
Te Mapou,-39.36667,174.86667,T,MT,mountain,5
Te Mapara,-38.45,175.08333000000002,P,PPL,populated place,4
Te Manihi,-39.378820000000005,176.31763,T,MT,mountain,5
Te Mako Bay,-41.11667,173.76667,H,BAY,bay,3
Te Maire Stream,-41.18333,175.41666999999998,H,STM,stream,3
Te Maire Creek,-41.13333,175.91666999999998,H,STM,stream,3
Te Maipi,-41.1,175.9,T,MT,mountain,5
Te Maikara,-39.01667,175.11667,T,MT,mountain,5
Te Maika,-38.08333,174.78333,P,PPL,populated place,4
Te Mai,-39.53333,175.46667,T,MT,mountain,5
Te Mahia Bay,-41.21667,173.96667,H,BAY,bay,3
Te Mahia,-37.03333,174.9,S,RSTN,railroad station,5
Telfords,-46.28333,169.73333,S,FRM,farm,4
Telford Peak,-45.76667,167.83333000000002,T,PK,peak,5
Telford Burn,-45.81667,167.88333,H,STM,stream,3
Telescope Hill,-44.28333,168.3,T,HLL,hill,5
Te Kumu,-39.78333,175.66666999999998,T,MT,mountain,5
Te Kumi Station,-38.3,175.16666999999998,S,RSTN,railroad station,5
Te Kume,-35.23333,174.03333,T,HLL,hill,5
Te Kuiti,-38.33333,175.16666999999998,A,ADMD,administrative division,3
Te Kuha,-41.83333,171.65,P,PPL,populated place,4
Te Kowhai,-37.75,175.15,P,PPL,populated place,4
Te Koura Station,-38.76667,175.25,S,RSTN,railroad station,5
Te Kouma Harbour,-36.81667,175.43333,H,HBR,,
Te Kotiatia Point,-34.88333,173.3,T,PT,point,4
Te Koroa,-35.11667,173.55,P,PPL,populated place,4
Te Kopuru,-39.66667,175.06667,T,MT,mountain,5
Te Kopura,-36.03333,173.93333,P,PPL,populated place,4
Te Kopura,-41.23333,175.36667,T,MT,mountain,5
Te Kopoa,-38.11667,176.75,T,MT,mountain,5
Te Kooti,-42.68333,172.63333,T,MT,mountain,5
Te Kohi,-39.03333,177.53333,S,FRM,farm,4
Te Kohatu,-39.26667,175.51667,T,MT,mountain,5
Te Kohanga,-37.31413,174.84514,P,PPL,populated place,4
Te Kohai Island,-44.16667,170.13333,T,ISL,island,4
Te Kohai Hills,-44.28333,170.26667,T,MTS,mountains,2
Mount Tekoa,-42.66667,172.63333,T,MT,mountain,5
Tekoa,-42.78333,172.55,S,FRM,farm,4
Te Kiri,-39.43333,174.03333,P,PPL,populated place,4
Mount Te Kinga,-42.66667,171.5,T,MT,mountain,5
Te Kinga,-42.63333,171.5,P,PPL,populated place,4
Te Kiko o te Rangi,-38.33333,174.95,T,MT,mountain,5
Te Kiekie,-38.96667,175.05,T,MT,mountain,5
Te Kie,-35.66667,173.85,T,MT,mountain,5
Te Keho,-37.31667,175.9,T,MT,mountain,5
Te Keene Stream,-35.33333,173.95,H,STM,stream,3
Te Kawa,-38.1,175.28333,P,PPL,populated place,4
Te Kauwhata,-37.4,175.15,P,PPL,populated place,4
Te Kauri Stream,-38.08333,174.91666999999998,H,STM,stream,3
Te Kaukau Point,-41.56667,175.43333,T,PT,point,4
Te Kaukau,-38.5,174.98333,T,MT,mountain,5
Te Kauae,-38.28333,176.46667,T,MT,mountain,5
Te Katihi,-38.5,175.15,T,MT,mountain,5
Tekateka,-35.66667,173.5,T,HLL,hill,5
Te Karo Stream,-39.08333,175.71667,H,STM,stream,3
Tekaritu Point,-40.96667,173.06667,T,PT,point,4
Te Kariou,-38.15,175.95,T,MT,mountain,5
Te Karaka,-38.46667,177.86667,P,PPL,populated place,4
Te Karae Stream,-35.3,173.51667,H,STM,stream,3
Te Kapua,-38.48333,177.86667,T,MT,mountain,5
Te Kapua,-37.71667,178.15,T,MT,mountain,5
Te Kapu,-39.88333,175.41666999999998,T,MT,mountain,5
Te Kapu,-39.15,177.88333,T,MT,mountain,5
Tekapo River,-44.33333,170.2,H,STM,stream,3
Lake Tekapo,-43.88333,170.51667,H,LK,lake,4
Te Kao Bay,-34.6,172.96667,H,BAY,bay,3
Te Kao,-34.65,172.95,P,PPL,populated place,4
Te Kakaho Island,-41.03333,173.66666999999998,T,ISL,island,4
Te Kakaho Island,-40.9,174.11667,T,ISL,island,4
Te Kaka,-38.98333,175.45,T,MT,mountain,5
Te Kaka,-38.96667,175.93333,T,MT,mountain,5
Te Kaka,-37.0,175.53333,T,MT,mountain,5
Te Kaitita,-39.16667,176.2,T,MT,mountain,5
Te Kai Heki Apanui,-38.9,177.66666999999998,T,MT,mountain,5
Te Kahura Stream,-39.38333,175.01667,H,STM,stream,3
Te Kahikatoa,-35.01667,173.76667,T,HLL,hill,5
Te Kahika Stream,-37.98333,177.76667,H,STM,stream,3
Te Kaha Point,-37.73333,177.66666999999998,T,PT,point,4
Te Kaha,-37.73987,177.67656000000002,P,PPL,populated place,4
Te Iwi Roa,-38.25,177.8,T,MT,mountain,5
Te Itanga Mahaki,-38.7,177.4,T,MT,mountain,5
Te Iro Bay,-41.23333,174.21667,H,BAY,bay,3
Te Iringa,-39.37701,176.28441999999998,T,MT,mountain,5
Te Iringa,-38.98333,176.21667,T,MT,mountain,5
Te Iringa,-38.26667,174.75,T,MT,mountain,5
Te Ipu o Moehau,-37.06667,175.55,T,MT,mountain,5
Te Ika Pakeke Stream,-41.46667,175.21667,H,STM,stream,3
Te Ika Awatea Stream,-39.51667,176.26667,H,STM,stream,3
Te Ikaamaru Bay,-41.25,174.66666999999998,H,BAY,bay,3
Teichelmann,-43.58333,170.15,T,PK,peak,5
Te Huia,-39.73333,174.76667,P,PPL,populated place,4
Te Hua,-35.26667,173.53333,T,HLL,hill,5
Te Houra,-39.6,175.78333,T,MT,mountain,5
Te Hou Opuanga,-38.81667,177.66666999999998,T,MT,mountain,5
Te Horo,-40.8,175.1,P,PPL,populated place,4
Te Hono Point,-37.03333,174.65,T,PT,point,4
Te Hoe Stream,-40.66667,175.86667,H,STM,stream,3
Te Hoe Stream,-39.63333,175.21667,H,STM,stream,3
Te Hoe River,-37.06667,176.81667,H,STM,stream,3
Te Hoe,-37.51667,175.31667,P,PPL,populated place,4
Te Hiwera,-38.16667,176.86667,T,MT,mountain,5
Te Hirata,-38.88333,175.65,T,MT,mountain,5
Te Hiapo,-38.78333,175.58333000000002,T,MT,mountain,5
Te Heu Heu,-39.26667,175.56667,T,PK,peak,5
Te Heru o Tureia,-39.05,176.86667,T,MT,mountain,5
Tehe o Riri,-35.03333,173.83333000000002,T,MT,mountain,5
Te Hekitanga,-38.45,175.11667,T,MT,mountain,5
Te Hekinga,-39.88333,176.1,T,MT,mountain,5
Te Heka Stream,-39.81667,176.51667,H,STM,stream,3
Te Hau Mountain,-44.56667,167.93333,T,MT,mountain,5
Te Hauke,-39.76667,176.68333,P,PPL,populated place,4
Te Haroto,-39.13333,176.6,P,PPL,populated place,4
Te Hapua,-34.5,172.91666999999998,P,PPL,populated place,4
Te Hapu,-40.61667,172.48333,H,STM,stream,3
Te Hana Stream,-36.25,174.51667,H,STM,stream,3
Te Hana,-36.26667,174.51667,P,PPL,populated place,4
Te Hamenga,-41.53333,175.2,T,PT,point,4
Teer Creek,-44.01667,168.48333,H,STM,stream,3
Te Ekaou,-40.1,175.9,H,STM,stream,3
Teddys Hill,-43.36667,171.1,T,MT,mountain,5
Mount Teddy,-40.86667,172.28333,T,MT,mountain,5
Teddington,-43.66831,172.66152,P,PPL,populated place,4
Ted Creek,-41.61667,172.78333,H,STM,stream,3
Mount Technical,-42.41667,172.35,T,MT,mountain,5
Te Awa Puka Stream,-35.08333,173.51667,H,STM,stream,3
Te Awanga,-39.63333,176.98333,P,PPL,populated place,4
Te Awamutu,-38.01667,175.31667,A,ADMD,administrative division,3
Te Awamutu,-38.0,175.31667,A,ADM1H,historical first-order administrative division,3
Te Awaiti,-41.21667,174.28333,P,PPL,populated place,4
Te Awaite,-41.48333,175.56667,T,MT,mountain,5
Te Awaawa Stream,-39.11667,177.21667,H,STM,stream,3
Te Aunui,-39.61667,175.16666999999998,H,STM,stream,3
Te Auahi,-38.46667,175.03333,T,MT,mountain,5
Lake Te Au,-45.25,167.36667,H,LK,lake,4
Te Atua Stream,-39.66667,174.55,H,STM,stream,3
Te Atua,-40.01667,176.83333000000002,T,MT,mountain,5
Te Atau Mahuri,-39.71667,176.18333,T,MT,mountain,5
Te Atatu,-36.83333,174.65,P,PPL,populated place,4
Te Arowhenua,-41.75,173.4,S,FRM,farm,4
Te Aroha West,-37.58333,175.73333,P,PPL,populated place,4
Te Aroha,-37.53333,175.75,T,MT,mountain,5
Te Aroha,-37.55,175.71667,A,ADMD,administrative division,3
Te Aroha,-37.53333,175.55,A,ADM1H,historical first-order administrative division,3
Te Ari,-34.86667,173.41666999999998,T,HLL,hill,5
Te Arero Stream,-38.83333,176.11667,H,STM,stream,3
Te Arero,-38.46667,175.5,T,MT,mountain,5
Te Araroa,-37.63333,178.36667,P,PPL,populated place,4
Tearaohakere,-38.86667,174.9,T,MT,mountain,5
Te Arai River,-38.68333,177.93333,H,STM,stream,3
Te Arai Point,-36.16667,174.65,T,PT,point,4
Te Arai,-34.7,172.91666999999998,T,HLL,hill,5
Te Arai,-36.16667,174.61667,P,PPL,populated place,4
Te Apiti,-39.9,176.93333,A,ADMD,administrative division,3
Te Ao Whekere,-42.18333,173.68333,T,MT,mountain,5
Te Angaanga,-38.68333,175.08333000000002,T,MT,mountain,5
Te Anga,-38.25567,174.83587,P,PPL,populated place,4
Te Anau Hill,-45.33333,167.88333,T,MT,mountain,5
Te Anau Downs,-45.45,167.81667,L,AREA,,
Lake Te Anau,-45.2,167.8,H,LK,lake,4
Te Anau,-45.33333,167.85,A,ADMD,administrative division,3
Te Anau,-45.41667,167.71667,P,PPL,populated place,4
Te Anaputa,-36.53333,175.55,T,PT,point,4
Te Ana o Kaiwhaka,-39.06667,176.71667,H,STM,stream,3
Te Ana o Hiti,-39.13333,174.96667,T,MT,mountain,5
Team Stream,-42.03333,173.16666999999998,H,STM,stream,3
Teal River,-41.23333,173.4,H,STM,stream,3
Te Akeake Station,-35.35,174.1,S,RSTN,railroad station,5
Te Ake,-38.01667,175.1,T,HLL,hill,5
Te Akau,-40.9,173.85,T,PT,point,4
Te Akau,-37.68333,174.86667,P,PPL,populated place,4
Te Akaterewa,-38.66667,175.16666999999998,T,MT,mountain,5
Te Akatea,-37.65,175.06667,P,PPL,populated place,4
Te Aitarakiki Creek,-44.3828,171.25188,H,STM,stream,3
Te Ahumata,-36.25,175.41666999999998,T,MT,mountain,5
Te Ahuatangaroa,-36.36667,174.15,T,HLL,hill,5
Te Ahuahu,-35.33333,173.83333000000002,T,MT,mountain,5
